Wine,Price,Body,Tannins,Fruit,Acid
Bodacious Smooth White,18.95,N/A,N/A,tropical fruit,N/A
Bodacious Cabernet Sauvignon,10.95,N/A,N/A,berry,low acidity
Black Cellar Shiraz Cabernet,19.95,light body,low tannins,berry,N/A
XOXO Pinot Grigio Chardonnay,42.95,N/A,N/A,N/A,N/A
Peller Family Vineyards Merlot,42.95,N/A,low tannins,berry,N/A
Salman Vineyards Petite Syrah,49.15,full body,low tannins,N/A,N/A
Henry Of Pelham Sauvignon Blanc VQA,14.95,N/A,N/A,N/A,N/A
Henry of Pelham Riesling Icewine,49.95,N/A,N/A,stone fruit,high acidity
Lonely Shaman Merlot,16.05,N/A,medium tannins,N/A,high acidity
Rubin Garling Stradivar Dessert Wine,16.05,N/A,N/A,N/A,N/A
Pérez Cruz Limited Edition Cabernet Sauvignon 2016,19.95,N/A,N/A,fruity,high acidity
Monferrato Dolcetto DOC 2015,32.4,N/A,N/A,N/A,N/A
Creekside Cabernet Merlot VQA,15.95,medium body,N/A,berry,N/A
Coli Terramia Chianti Classico DOCG 2015,16.75,light body,low tannins,N/A,low acidity
Blanville Clos Des Legendes 2012,68.05,N/A,N/A,fruity,N/A
Blanville Grand Cru Elegante Red 2012,25.1,N/A,N/A,fruity,N/A
Château Lazaridi White,19.4,N/A,N/A,fruity,high acidity
Nico Lazardi Lion D'or Cabernet Sauvignon 2015,19.15,light body,medium tannins,berry,low acidity
Naked Grape Pinot Grigio,41.95,medium body,N/A,citrus,low acidity
Bodacious Smooth Red,42.95,N/A,N/A,berry,N/A
Martha's 20 Year Old Tawny Port,68.4,full body,N/A,N/A,N/A
Dona Isidora Syrah 2015,9.45,light body,N/A,berry,low acidity
Dona Isidora Merlot Carmenere 2015,9.45,N/A,N/A,N/A,low acidity
Dona Isidora Carmenere Rose 2015,9.0,N/A,N/A,berry,high acidity
Tedeschi Amarone della Valpolicella,41.95,full body,N/A,berry,N/A
Petit Caus Red 2016,17.6,N/A,N/A,N/A,high acidity
Terraprima White 2016,19.95,N/A,N/A,N/A,N/A
La Calma 2013,55.0,full body,N/A,fruity,low acidity
Pelee Island Cabernet Franc VQA,13.45,N/A,N/A,berry,high acidity
Villa Annaberta Amarone Della Valpolicella DOCG,38.9,full body,low tannins,berry,N/A
Da Foz Port Tawny,27.45,light body,N/A,N/A,low acidity
Da Foz Port Ruby,27.45,full body,N/A,fruity,N/A
Da Foz Port White,27.45,full body,N/A,N/A,N/A
Organized Crime The Mischief 2017,18.95,N/A,N/A,stone fruit,N/A
Ménage à Trois Midnight Dark Red,17.95,N/A,N/A,berry,low acidity
Gato Negro 9 Lives Reserve Red Blend,11.95,medium body,N/A,berry,low acidity
Novas Gran Reserva Carménère Cab Sauvignon Organic,15.95,N/A,N/A,N/A,N/A
Piccini Brunello Di Montalcino DOCG,42.95,full body,low tannins,berry,N/A
Orsogna Charisma 2016,21.55,N/A,N/A,N/A,N/A
Enclos Des Anges Blanc AOP Corse Calvi 2015,40.1,N/A,N/A,N/A,N/A
Enclos Des Anges Semper Fidelis AOP Corse Calvi 2015,35.4,N/A,N/A,fruity,high acidity
Rossovermiglio Falanghina Del S DOC 2015,20.25,N/A,N/A,N/A,N/A
Rossovermiglio Sannio Greco DOC 2015,21.4,N/A,N/A,N/A,N/A
Louis Latour Marsannay Blanc 2014,32.95,N/A,N/A,fruity,N/A
Tenuta Sant' Antonio Amarone Della Valpolicella Selezione,39.95,full body,N/A,N/A,N/A
Tenuta Montelio Cortese DOC 2016,19.85,full body,N/A,citrus,low acidity
Nomas Assyrtiko 2015,23.8,N/A,N/A,stone fruit,high acidity
The Little Prince 2015,20.1,N/A,N/A,berry,high acidity
Domaine Mercouri 2015,19.35,medium body,N/A,fruity,N/A
Prosecco Superiore DOCG Valdobbiadene Brut,21.45,light body,N/A,fruity,N/A
Gran Sior Vino Spumante Dolce,17.2,N/A,low tannins,stone fruit,N/A
Hausmarke Weiss 2016,36.55,N/A,N/A,citrus,N/A
Casillero del Diablo Reserva Devil's Collection Red,15.95,N/A,N/A,fruity,high acidity
Quinta Sardonia Sardon 2015,21.85,N/A,low tannins,fruity,high acidity
Cinco Sentidos Cabernet Sauvignon 2015,16.05,N/A,N/A,N/A,N/A
1583 Albariño De Fefiñanes 2016,39.55,N/A,medium tannins,stone fruit,N/A
56 Hundred Cabernet Sauvignon Shiraz,12.0,N/A,N/A,berry,N/A
Champagne Gosset Excellence Extra Brut,61.85,N/A,N/A,N/A,high acidity
Veliko Rdece 2008,74.8,N/A,N/A,N/A,N/A
Raven Conspiracy Deep Dark Red VQA,16.95,N/A,N/A,berry,low acidity
Raven Conspiracy Wicked White VQA,15.95,N/A,N/A,stone fruit,high acidity
Filinona Elero DOC 2012,28.2,N/A,N/A,N/A,N/A
Domaine Jeeper Extra Brut Cuvee Naturelle,109.6,N/A,N/A,N/A,N/A
Maison Denuziere Hermitage 2014,98.75,medium body,N/A,N/A,N/A
Armand de Brignac Ace of Spades Gold Brut Champagne,695.0,full body,N/A,N/A,low acidity
Theopetra Estate White 2016,20.75,full body,N/A,stone fruit,N/A
Konzelmann Merlot VQA,14.95,N/A,N/A,berry,N/A
Fonte da Serrana Red 2016,11.3,light body,N/A,fruity,high acidity
Dereszla Tokaji Furmint Late Harvest 2015,19.9,light body,N/A,N/A,high acidity
Dereszla Tokaji Muskotály 2016,19.85,N/A,N/A,N/A,high acidity
Yellow Tail Cool Crisp White,13.45,N/A,N/A,citrus,low acidity
Rivetto Langhe Nascetta DOC Borea 2014,45.6,light body,N/A,citrus,N/A
Quadrus Red 2013,22.95,N/A,N/A,fruity,N/A
Ladron De Lunas Roble 2015,14.8,N/A,N/A,berry,low acidity
Stone Castle Shiraz 2013,19.1,N/A,N/A,N/A,N/A
Stone Castle Merlot Selection 2013,26.4,N/A,N/A,N/A,N/A
Honoro Vera Garnacha Calatayud DO,13.75,medium body,N/A,berry,N/A
Nadal Brut Resereva,22.75,light body,N/A,N/A,low acidity
Nadal Cava Brut Rose,22.35,N/A,N/A,N/A,N/A
Pasqua Sangiovese Puglia,14.55,light body,N/A,berry,low acidity
Real Imperial Brut Seleccion Cava Kosher,19.45,N/A,N/A,N/A,N/A
Pelee Pebbles Red,15.95,medium body,N/A,berry,low acidity
Mallee Rock Pinot Grigio,12.95,N/A,N/A,citrus,high acidity
Inception Irresistible White,8.95,N/A,N/A,stone fruit,low acidity
Cava Semi Seco FE Ferriol,16.15,N/A,N/A,N/A,N/A
Wakefield Promised Land Shiraz,14.95,N/A,N/A,berry,low acidity
McGuigan Black Label Pinot Grigio,10.95,N/A,N/A,citrus,high acidity
Fantini Farnese Numero Uno Primitivo IGP,12.95,N/A,N/A,berry,low acidity
Greystone Omihi Pinot Noir 2015,40.0,N/A,N/A,berry,high acidity
Château de Puligny Montrachet Beaune Premier Cru Les Perrieres 2014,101.55,N/A,N/A,N/A,N/A
Montille Rully 2014,51.3,N/A,N/A,N/A,high acidity
Roux Père & Fils Les Valozières Aloxe-Corton 1er Cru 2015,87.0,N/A,low tannins,berry,low acidity
Yellow Tail Moscato,8.95,N/A,N/A,stone fruit,high acidity
Figuiere Magali Rose 2016,75.35,N/A,N/A,N/A,N/A
Joel Gott 815 Cabernet Sauvignon,22.95,N/A,medium tannins,fruity,N/A
William Fèvre Chile Espino Single Vineyard Gran Cuvée Cabernet Sauvignon 2014,24.95,medium body,N/A,fruity,high acidity
Fior d'Arancio Euganei DOCG Jelmo 2016,23.9,N/A,N/A,N/A,N/A
Big House Cardinal Zin Zinfandel,4.25,medium body,N/A,berry,N/A
Fteri Agiorgitiko PGI 2015,17.0,full body,medium tannins,berry,N/A
Contrapunto 2016,20.6,N/A,N/A,tropical fruit,high acidity
Antica Napa Pinot Noir 2014,43.75,light body,low tannins,N/A,high acidity
Antica Townsend Cabernet Sauvignon 2013,127.95,N/A,N/A,berry,high acidity
Tzafona Cellars Cold Climate Riesling KP 2017,19.95,N/A,N/A,stone fruit,high acidity
Root 1 Sauvignon Blanc,11.45,medium body,N/A,citrus,high acidity
Sutherland Sauvignon Blanc 2016,14.5,light body,N/A,citrus,low acidity
Citra Montepulciano D'Abruzzo DOC,8.8,N/A,N/A,berry,N/A
Lone Birch Cabernet Sauvignon 2016,19.95,N/A,N/A,fruity,N/A
Deakin Estate Sauvignon Blanc,10.95,medium body,N/A,citrus,high acidity
Domaine Millet Chablis 2017,27.95,light body,N/A,citrus,high acidity
Cave Spring Riesling Icewine,49.95,full body,N/A,stone fruit,high acidity
Twenty Twelve Organic White 2016,28.25,N/A,N/A,stone fruit,high acidity
Twenty Twelve Organic Rosé 2016,28.25,N/A,N/A,berry,high acidity
Twenty Twelve Organic Red 2016,28.25,N/A,medium tannins,berry,high acidity
The Lane Vineyard Block 1A Chardonnay 2016,19.95,full body,N/A,tropical fruit,high acidity
Colle Uncinano Merlot 2014,14.1,light body,N/A,fruity,low acidity
Colle Uncinano Cruor Nobile 2010,31.1,N/A,N/A,fruity,N/A
Colle Uncinano Grechetto 2016,14.1,N/A,N/A,fruity,low acidity
Colle Uncinano Rosé 2015,14.1,N/A,N/A,berry,N/A
La Vieille Ferme Cotes du Ventoux,21.75,N/A,N/A,berry,N/A
Quinta Sao Simao da Aguieira 2015,13.6,N/A,medium tannins,citrus,N/A
NV Majella Minuet,35.5,N/A,N/A,N/A,N/A
Majella Coonawarra Riesling 2016,20.9,N/A,N/A,citrus,high acidity
Hardys Stamp Series Riesling Gewurztraminer,9.95,N/A,N/A,citrus,N/A
56 Hundred Sauvignon Blanc,11.95,N/A,N/A,citrus,high acidity
Kappa P62 2010,20.8,light body,N/A,N/A,N/A
Kappa P35 Rose PDO Amyndeon 2016,17.8,medium body,N/A,berry,high acidity
Kappa P11 PGI Macedonia 2016,18.8,N/A,N/A,citrus,high acidity
Pêra Doce White 2015,15.0,light body,N/A,citrus,high acidity
Rodney Strong Charlotte's Home Sauvignon Blanc,19.95,N/A,N/A,stone fruit,high acidity
LaCheteau Sauvignon Blanc Touraine,14.95,N/A,N/A,citrus,high acidity
Vina Laguna Terra Rossa 2016,15.95,N/A,N/A,berry,high acidity
Pelee Island Lola Blush VQA,12.95,light body,N/A,citrus,N/A
La Tunella Chardonnay 2016,23.1,N/A,N/A,N/A,high acidity
Pinot Grigio DOC Venezia 2016,15.45,N/A,N/A,fruity,N/A
Sauvignon Blanc IGT Delle Venezie 2016,15.45,N/A,N/A,stone fruit,high acidity
Le Mourre De l'Isle White 2016,24.45,N/A,N/A,fruity,N/A
Le Mourre De I'Isle Red 2016,23.05,light body,N/A,N/A,low acidity
Le Voyage d'Ulysse Red 2012,32.5,N/A,N/A,fruity,high acidity
David Les Masques Red 2013,76.8,N/A,N/A,N/A,N/A
Lucky Goat Reserva Red Blend 2016,10.95,N/A,N/A,fruity,low acidity
Boutinot Les Six Cairanne 2016,31.3,N/A,medium tannins,N/A,N/A
J. Wray & Nephew Red Label,15.25,N/A,N/A,fruity,N/A
Luigi Bosca Malbec,18.95,N/A,N/A,fruity,N/A
Moet & Chandon Brut Imperial,40.4,N/A,N/A,citrus,high acidity
Moet & Chandon Brut Imperial,67.75,N/A,N/A,citrus,high acidity
Alpasión Malbec 2015,23.85,full body,low tannins,fruity,high acidity
Te Mania Riesling 2016,21.3,full body,N/A,citrus,high acidity
Te Mania Nelson Gewurztraminer 2015,23.1,full body,low tannins,tropical fruit,high acidity
Vino Lauria Zio Paolo Terre Sicilane 2015,23.05,N/A,N/A,N/A,high acidity
Quinta Do Covao White 2016,27.0,light body,N/A,fruity,N/A
Seriously Cool Red 2016,15.95,N/A,N/A,berry,high acidity
Moulin De Lène Justine 2016,25.2,N/A,N/A,stone fruit,low acidity
Sutter Home White Zinfandel,10.95,N/A,N/A,citrus,N/A
Casas Del Toqui Cabernet Sauvignon Reserva Especial 2015,10.95,N/A,low tannins,N/A,low acidity
Spinelli Montepulciano D'Abruzzo DOC,8.75,N/A,N/A,fruity,high acidity
La Tunella Schioppettino 2013,36.5,N/A,N/A,fruity,N/A
La Tunella Sauvignon 2016,15.65,light body,N/A,citrus,low acidity
Spier Signature Merlot,13.05,N/A,N/A,berry,N/A
Forrester The Bridge Cabernet Sauvignon 2013,202.4,N/A,N/A,berry,N/A
Columbia Crest Grand Estates Merlot,14.95,N/A,N/A,N/A,low acidity
Trapiche Reserve Merlot,12.4,medium body,low tannins,berry,N/A
Alain Corcia Chablis Grand Cru Les Valmurs 2013,79.25,full body,N/A,citrus,N/A
Las Mulas Merlot Reserva Organic,14.95,medium body,N/A,berry,N/A
Domaine Potinet-Ampeau Meursault 2003,96.2,full body,low tannins,citrus,high acidity
Ghost Pines Merlot,20.95,medium body,N/A,berry,N/A
C.L. Clermont Tonnerre Chateauneuf Du Pape 2014,52.2,full body,low tannins,N/A,N/A
Château des Charmes Pinot Noir Estate Grown & Bottled VQA,16.95,N/A,N/A,berry,N/A
Kvint Merlot Kosher 2015,14.1,light body,medium tannins,berry,low acidity
Kvint Cabernet Sauvignon Kosher 2015,14.1,N/A,low tannins,fruity,low acidity
Creation Pinot Noir 2014,26.95,N/A,low tannins,berry,N/A
S.L. Benfica Tawny with Official Scarf,37.1,N/A,N/A,N/A,N/A
F.C. Porto Tawny and Official Scarf,37.85,N/A,N/A,N/A,N/A
Casa de Mouraz Tinto 2014,20.95,N/A,N/A,fruity,N/A
McMichael Collection Chardonnay VQA,13.95,full body,N/A,stone fruit,high acidity
McMichael Collection Cabernet Merlot VQA,14.95,medium body,N/A,berry,N/A
Zorzettig Pinot Grigio 2016,20.85,N/A,medium tannins,fruity,N/A
Zorzettig Sauvignon Blanc 2016,20.85,light body,medium tannins,N/A,N/A
Zorzettig Verduzzo 2016,20.85,N/A,N/A,N/A,N/A
Zorzettig Cabernet Franc 2016,20.85,N/A,N/A,N/A,N/A
Zorzettig Schioppettino 2015,26.75,N/A,N/A,fruity,N/A
Fleur Du Cap Cabernet Sauvignon,12.95,N/A,medium tannins,berry,low acidity
Big Bill Cabernet Sauvignon,10.95,full body,N/A,fruity,low acidity
Game Changer The Obstinate Red VQA,13.95,medium body,low tannins,berry,N/A
Celli Sangiovese di Romagna Riserva Le Grillaie 2013,23.7,N/A,N/A,N/A,N/A
Nuare IGT Rosso Delle Venezie 2015,28.2,N/A,N/A,N/A,N/A
Maison L. Tramier & Fils Chardonnay Tiserny 2016,26.6,N/A,N/A,N/A,N/A
Bartoli Rosso Di Marco 2014,38.05,N/A,N/A,N/A,N/A
Cos Rami 2014,72.4,N/A,N/A,N/A,N/A
Pelee Island Pinot Noir Reserve VQA,17.95,N/A,N/A,berry,N/A
Lindemans Bin 99 Pinot Noir,11.95,light body,N/A,berry,low acidity
Tamaioasa Romaneasca Cotnari DOC,13.0,N/A,N/A,stone fruit,N/A
Albert Bichot Chablis AOC,24.95,N/A,N/A,citrus,N/A
Chateau Larose Perganson 2006,33.75,N/A,N/A,N/A,N/A
Santo Santorini Assyrtiko,23.3,N/A,N/A,citrus,high acidity
The Cab! Domaine De La Paleine 2015,31.5,N/A,N/A,N/A,high acidity
La Sarabande Les Rabasses Faugeres 2014,30.8,full body,N/A,fruity,N/A
La Sarabande Les Espinasses Faugeres 2015,62.0,N/A,N/A,fruity,high acidity
Peller Family Vineyards Rosé,16.95,N/A,low tannins,berry,low acidity
Henry Of Pelham Baco Noir Old Vines VQA,19.95,N/A,N/A,berry,N/A
Sandbanks Riesling-Gewürztraminer VQA,15.95,medium body,N/A,citrus,N/A
Spumante Millesimato Extra Dry,14.9,N/A,N/A,N/A,high acidity
Postumia Verduzzo DOC Lison Pramaggiore,15.0,N/A,medium tannins,fruity,low acidity
Columbia Crest Grand Estates Cabernet Sauvignon,17.95,medium body,N/A,berry,N/A
Tokaji Szamorodni Sweet,15.15,N/A,N/A,stone fruit,N/A
Tabali Talinay Sauvignon Blanc 2015,25.1,N/A,N/A,citrus,N/A
Decoy Merlot 2017,34.95,N/A,N/A,N/A,N/A
Yalumba Coonawarra Cabernet Sauvignon,19.0,full body,N/A,N/A,N/A
Columbia Winery Cabernet Sauvignon,19.95,N/A,N/A,N/A,N/A
Peljesac Red,13.2,medium body,N/A,berry,N/A
Chateau Chizay Merlot Kosher 2016,17.25,N/A,N/A,N/A,N/A
Josh Cellars Cabernet Sauvignon,18.95,full body,medium tannins,berry,N/A
Celli Bron Ruseval Chardonnay igt 2016,26.75,N/A,N/A,fruity,low acidity
Helderberg Winery Cabernet Sauvignon,14.95,N/A,medium tannins,N/A,high acidity
Gentleman's Collection Cabernet Sauvignon,18.0,full body,N/A,berry,low acidity
Stoller Family Chardonnay 2016,27.95,N/A,N/A,citrus,high acidity
William Fèvre Champs Royaux Chablis 2017,27.95,N/A,N/A,citrus,high acidity
Henry of Pelham Speck Family Reserve Baco Noir,24.95,light body,N/A,berry,N/A
Quinta De Bons Ventos Lisboa VR,10.9,light body,low tannins,berry,high acidity
Celler de l'Encastell Marge 2014,29.95,light body,N/A,fruity,high acidity
Two Range Napa Valley Red 2015,35.6,N/A,N/A,N/A,N/A
Piper Heidsieck Brut Champagne,60.0,N/A,N/A,citrus,N/A
Bramley and Gage Sweet Vermouth,65.4,N/A,N/A,N/A,N/A
Bramley and Gage Dry Vermouth,65.4,N/A,N/A,N/A,N/A
Hacedor De Mundos Mezcla De Tintos 2011,41.15,N/A,N/A,fruity,low acidity
Mariposa Red Blend 2014,20.8,N/A,N/A,N/A,high acidity
Errázuriz Aconcagua Costa Sauvignon Blanc 2017,19.95,light body,N/A,citrus,low acidity
Columbia Winery Chardonnay,12.95,full body,N/A,citrus,N/A
Bootleg Red 2015,49.95,N/A,N/A,N/A,N/A
Columbia Crest Grand Estates Chardonnay,17.95,N/A,N/A,tropical fruit,N/A
Ménage à Trois Silk Red Blend,17.95,full body,N/A,berry,low acidity
Villa Blanche Sauvignon Blanc 2017,15.25,N/A,low tannins,citrus,high acidity
Quintela Colheita Tinto 2016,14.05,N/A,N/A,fruity,low acidity
Robert Mondavi Private Selection Bourbon Barrel Cabernet Sauvignon,20.95,full body,N/A,berry,N/A
"Anciano 7 Year Gran Reserva Tempranillo, Valdepenas DO",13.95,light body,low tannins,berry,N/A
Sogrape Vila Regia Douro DO,8.95,medium body,N/A,fruity,N/A
Cellier Des Dauphins Prestige Red CdRhone,4.95,full body,N/A,N/A,N/A
Louis Bouillot Perle Noire VdFrance,16.95,medium body,N/A,citrus,high acidity
Les Jamelles Sauvignon Blanc Pays d'Oc,14.95,light body,N/A,citrus,high acidity
Twist Of Fate Winemaker's Red,8.95,medium body,low tannins,berry,low acidity
Champange Hubert Paulet Brut Rose 2006,111.45,N/A,N/A,citrus,N/A
Champagne Eric Rodez Cuvee Des Crayeres,96.8,full body,N/A,stone fruit,N/A
Champagne Eric Rodez Blanc de Blancs,110.25,N/A,N/A,stone fruit,N/A
Champagne Hubert Paulet Tradition Brut 1,79.65,full body,N/A,citrus,high acidity
Girls' Night Out Pinot Grigio,17.95,light body,N/A,stone fruit,low acidity
One Formation Shiraz Blend 2015,26.25,N/A,N/A,fruity,low acidity
Five Climates Shiraz 2015,15.65,full body,N/A,N/A,N/A
Boland Cellar Five Climates Chenin Blanc 2017,13.35,N/A,low tannins,citrus,high acidity
Flutterby Merlot 2015,12.9,full body,low tannins,N/A,low acidity
Strewn Two Vines Riesling Gewürztraminer VQA,13.95,N/A,N/A,tropical fruit,high acidity
Ruffino Prosecco,16.95,N/A,N/A,citrus,high acidity
Terrazze Dell'Etna Cuvee Brut 2013,43.1,N/A,N/A,fruity,N/A
Raineri Barolo DOCG 2013,63.35,full body,N/A,fruity,N/A
Charles Smith Vino Sangiovese Rosé 2017,14.75,N/A,low tannins,berry,high acidity
Black Cellar Cabernet Sauvignon,11.95,N/A,N/A,berry,high acidity
Black Cellar Sauvignon Blanc,10.95,medium body,N/A,citrus,high acidity
Château d'Arsac 2015,48.95,full body,N/A,N/A,N/A
Backyard Vineyards Nosey Neighbour White 2016,12.25,N/A,N/A,stone fruit,high acidity
13th Street Burger Blend Riesling Pinot Grigio VQA,14.95,N/A,N/A,N/A,N/A
Sue-Ann Staff Fancy Farm Girl Foxy Pink 2017,14.95,N/A,N/A,N/A,N/A
Closson Chase K.J. Watson Vineyard Pinot Gris 2017,22.95,N/A,low tannins,stone fruit,high acidity
Esk Valley Pinot Gris 2017,22.0,full body,N/A,N/A,high acidity
Esk Valley Chardonnay 2016,27.95,full body,N/A,stone fruit,low acidity
Yalumba Y Series Viognier,14.95,medium body,N/A,tropical fruit,low acidity
The Ned Sauvignon Blanc,16.95,N/A,N/A,tropical fruit,N/A
Cupcake Black Forest Decadent Red,13.95,N/A,low tannins,berry,low acidity
Marius Rouge Pays d'Oc,14.0,light body,low tannins,N/A,N/A
Ca' Momi Heartcraft Merlot 2015,24.95,full body,N/A,N/A,N/A
Vive La Vie Grenache Syrah Marselan Vin De France,9.95,full body,low tannins,berry,N/A
Pelee Island Lighthouse Semi-Sweet Riesling VQA,13.45,light body,N/A,citrus,low acidity
Pelee Island Merlot,9.95,N/A,low tannins,fruity,high acidity
Wild Berries Barren's Blend Wine,20.65,full body,N/A,berry,N/A
Sweet Berries Black Currant Wine,20.65,full body,N/A,berry,high acidity
Wild Berries Cranberry Wine,20.65,full body,N/A,N/A,N/A
Lady Of The Woods Birch Sap Wine,20.65,light body,N/A,citrus,low acidity
Remy Pannier Sauvignon Blanc Val De Loire IGP,13.05,N/A,N/A,stone fruit,high acidity
Lakeview Cellars Cabernet Sauvignon Icewine 2017,39.95,N/A,N/A,N/A,N/A
Francois Lurton Fumees Blanches Sauvignon Blanc VdFrance,13.05,N/A,N/A,citrus,low acidity
La Mancha Tempranillo 2015,19.2,N/A,low tannins,berry,high acidity
G. Marquis The Red Line Cabernet Sauvignon VQA,14.1,N/A,N/A,berry,N/A
Bodacious Pinot Grigio,10.95,N/A,low tannins,tropical fruit,low acidity
Fonseca Moscatel De Setúbal 2012,15.95,N/A,N/A,stone fruit,low acidity
The White Ribbon Semillon 2018,14.95,light body,N/A,stone fruit,low acidity
Spinelli Unoaked Chardonnay Terre Di Chieti IGT,8.45,N/A,N/A,stone fruit,high acidity
Domaine Rouge 2015,22.75,N/A,low tannins,N/A,high acidity
Ventolaio Rosso Di Montalcino DOC 2015,31.0,N/A,N/A,N/A,N/A
Domaine Sigalas Vinsanto 2009,68.3,full body,N/A,citrus,high acidity
Fantinel The Independent Rosé Brut,25.05,light body,N/A,N/A,N/A
Vignerons de Buxy Buissonnier Mercurey 2016,29.95,N/A,N/A,N/A,N/A
La Vigne Blanche Chablis 2017,26.95,N/A,medium tannins,citrus,N/A
Dopff Irion Crustaces Alsace AOC,15.45,light body,N/A,citrus,high acidity
Almendra Branco 2016,16.45,N/A,low tannins,stone fruit,high acidity
Rolet Arbois Poulsard Vielles Vignes 2015,32.8,N/A,N/A,citrus,N/A
Pomar Do Espirito Santo Cheleiros,19.8,light body,N/A,N/A,N/A
Valmagaz 2017,11.25,light body,N/A,fruity,N/A
Catena Malbec,19.95,full body,N/A,berry,N/A
Dialogo Tinto Hunter 2016,17.8,N/A,N/A,fruity,low acidity
Julián Chivite Gran Feudo Reserva,15.95,N/A,N/A,berry,N/A
Castelo Do Sulco Colheita Red 2016,15.55,light body,low tannins,fruity,low acidity
Juan Du Juanes Bronce White 2017,15.4,N/A,N/A,citrus,high acidity
Domaine Jeannot Maranges 1er cru 'Clos des Loyères' 2016,53.35,N/A,low tannins,N/A,N/A
Chateau Nico Lazaridi Red 2015,24.65,N/A,low tannins,fruity,N/A
Zenato Ripassa Valpolicella Superiore,26.95,full body,N/A,berry,N/A
Chateau Fongaban Castillon AOC Organic Bordeaux,17.9,N/A,N/A,fruity,N/A
Citra Sangiovese Terre Di Chieti IGP,8.4,N/A,N/A,berry,high acidity
Señorío de la Antigua Finca Cabanela Mencía 2012,13.95,N/A,high tannins,berry,high acidity
EastDell Riesling VQA,10.95,N/A,N/A,stone fruit,high acidity
Recaredo Estrany 2014,55.9,N/A,N/A,N/A,N/A
Recaredo Capficat 2015,55.9,N/A,N/A,N/A,N/A
MG Vom Sol Buteo 2016,34.55,N/A,N/A,N/A,N/A
MG Sol Buteo 12 2015,53.65,N/A,N/A,N/A,N/A
MG Sol 2012,67.55,N/A,N/A,N/A,N/A
Folonari Valpolicella Ripasso Classico Superiore DOC,18.9,full body,low tannins,berry,N/A
Moët & Chandon Brut Rosé Champagne,82.9,N/A,N/A,citrus,low acidity
Chateau De Chaintres Saumur Champagny Les Sables 2016,22.75,N/A,N/A,fruity,N/A
Montaria Red 2016,15.0,N/A,low tannins,fruity,N/A
Nugan Estate Annelise Pinot Grigio,9.95,light body,N/A,fruity,low acidity
Casillero Del Diablo Pinot Grigio Reserva,12.95,N/A,N/A,citrus,N/A
Don David Reserve Malbec,16.45,N/A,N/A,berry,N/A
Smoking Loon Pinot Grigio,15.95,N/A,N/A,citrus,N/A
Mionetto Prestige Prosecco Brut DOC Treviso,16.95,N/A,N/A,citrus,high acidity
Macon Villages Montesard 2016,27.85,N/A,N/A,citrus,high acidity
Gaja Pieve Santa Restituta Brunello di Montalcino 2013,99.95,N/A,low tannins,berry,high acidity
Fresh Adventures Crisp White VQA,11.45,N/A,N/A,tropical fruit,N/A
P Morena V.Spumante R Millesim Dry 2015,17.55,N/A,N/A,stone fruit,low acidity
Pelee Island Baco Noir VQA,12.95,N/A,low tannins,fruity,N/A
Inniskillin Sauvignon Blanc VQA,14.95,light body,N/A,citrus,high acidity
Colio Blush Rosé,14.95,N/A,N/A,fruity,N/A
Stormy Bay Cabernet Sauvignon,19.95,N/A,N/A,berry,N/A
Ménage à Trois Gold Chardonnay,17.95,full body,N/A,tropical fruit,N/A
A Trincadeira Nao e Tao Fita Preta 2015,47.15,N/A,N/A,N/A,high acidity
SEXY Rosé 2016,19.25,N/A,N/A,berry,high acidity
SEXY White 2016,21.1,N/A,N/A,stone fruit,high acidity
Fita Preta Branco De Talha 2016,35.3,N/A,N/A,N/A,N/A
A Touriga Vai Nua 2016,41.4,N/A,N/A,N/A,high acidity
Fita Preta Palpite White Grande Reserva 2016,39.7,full body,low tannins,tropical fruit,N/A
Palpite Red Reserva 2015,41.3,N/A,low tannins,N/A,high acidity
Fresh Perspectives Satin Red VQA,11.45,light body,low tannins,N/A,N/A
Mount Fishtail Sauvignon Blanc 2017,17.4,N/A,N/A,citrus,high acidity
Tozai Snow Maiden Junmai Nigori Saké,23.95,N/A,N/A,N/A,N/A
XOXO Red Sangria,9.95,N/A,N/A,citrus,high acidity
XOXO Pinot Grigio Sangria,9.95,N/A,N/A,stone fruit,high acidity
Riesling Bruderbach Clos Frères 2015,34.65,light body,N/A,citrus,high acidity
